address,balance
0xED99C6929BBA505a2f1A65B9cA156A068faB6427,29.223394480263758386
0x38A4D889a1979133FbC1D58F970f0953E3715c26,10.0
0x3680EAF1f85BEc9f120bCAAa9ef469fb849E1781,4.02965537319817275
0x6Bf97f2534be2242dDb3A29bfb24d498212DcdED,3.9
0x6f62Ba4a7d3C43E061fC414069E965065d63C40B,3.296219418481395196
0x4F8635f27b193B30c543469244ec40D78BB9355D,2.824168242501343539
0x8552Aa9dB5BCAA56D41411a4800309d7D0D35E36,2.390080795292284847
0x99F229481Bbb6245BA2763f224f733A7Cd784f0c,2.3
0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9,2.17886774611059421
0x683e39C5c4C4107FDE790aaf9e9661Aee340C699,2.161516073739793223
0x28d804Bf2212E220BC2B7B6252993Db8286dF07f,2.065590674058630187
0xbA681f15A7bAcB49Ccf4A6577F2b522869db90d8,2.064808439844051007
0x52E284276F9B0d5Cdd33F71bA11448F9126Eafb4,2.038183642388500797
0x1488C8fE2A9A54e56Ed6c5905Bf7Ae4a2629AeDe,2.008221720721744266
0xB53349160E38739B37E4BbfCf950Ed26e26FcB41,2.000805342153033563
0x9fFf03A69aB706415F425c21820b4644D2577F7F,1.987261843049611939
0x4d72D4269Ab46962713ca19cAb8161A87684A163,1.8
0x13251cA36c34cbff1Dbd58671c72eC5610367c8E,1.718981112546462654
0x9DB2E7837632e3f2FDDA0b13178627615B912079,1.654880924218842254
0xFDb7a079EECEdBc94f52d1cef1606bbDBFc8ec55,1.603346235656382355
0x2DD483c2fD8eda086833f521371290823EdB38A6,1.451964306807607168
0x5F43Cd8B5Eead549de4444a644B4Cb425A4ea5b2,1.406940668948320394
0x78993bfE37DA5a8DF2D5a8d7213A41c26B20B49D,1.251
0xc853215B9B9F2D2Cd0741E585E987b5fb80C212E,1.220822006844961184
0xC9341295fd754D829a5B5f272F644A257042323c,1.161707242690387422
0xBa71dFe1801d125Ba201e8beBf7f0b9764d4b19b,1.15571149981322992
0x93f0bA8e3eBB162D5Ce69b3DFd1E420e8C7cF38b,1.14288643340752692
0x0154d25120Ed20A516fE43991702e7463c5A6F6e,1.050346149513944404
0x4d6Ec72e70c1A9C74Cf75a357E05dFbb39825d2C,1.036498495386532981
0x801a8B12c6A6bd62DAd7f2a8B3D8496C8D0857aF,1.03332620626026872
0xeF5e089fB126AA0207Dbc6ae619C9E51Eb3bAAfc,1.018096610784588116
0xf69EA6646cf682262E84cd7c67133eac59cef07b,1.017
0x512fce9B07Ce64590849115EE6B32fd40eC0f5F3,1.012150557614573764
0xA2B950dc320F67bffE5824Af17C665B1Fd3423Ec,1.010531581669559283
0x40e234f653Ac53e94B1F097a6f67756A164Cdb2D,1.006865060269882856
0x04EDE46C36E138daEE85B7E1f7711fA8Ee908B00,1.006717606407756133
0xf7411A3F727b36f56ff3A871163c21E56D672656,1.00405669890338233
0x8383b9a512F1c0E57CD015B076372b2844859E57,1.003881337896640789
0x89f42ccb1B90103A4b886Cc8ee01979492808079,1.002
0x5AEEdbc6b655C13950F32E5E8a0760D15Bbe0Afb,1.000046602053488355
0x8aE6422631292c31aeeB2efe154d6326f703F46b,1.000012449763983086
0x1bB1EDfbF2D183Dbaf32557C63b6454daEc2A0e2,1.000001710227284088
0x0B7ca038408453Bb39F38eF5f1BC0d5eA01Aa8E9,1.000000000000298719
0x0B1FDB90501286ebe6087b6660C3a48db9898FAD,1.0
0x370Ceca4fC1287ED99924bbA76259F6C771A6022,1.0
0xcDc7e83299fF3856279b0730860227b42138236F,1.0
0xA97FaB8023759b3C16007710591907E6137F8fcf,1.0
0x79ba5Fe18A5A74771497d0aA64b3F469FB47274f,1.0
0xA41cF81677dF4B26b4373F69C784e3947Cfe084C,1.0
0xFBb3a85603C398Ff22435DD40873EC190134e1f6,1.0
0xf0e7a1Eaf67a65468BB9337834acC9cd9040B996,1.0
0x897A80273Ae5a5D27698A178697965bAb57bf5a3,1.0
0x5b8C253517b6Bd003369173109693B01cb6841B5,1.0
0x6dD76c57fa2cdD027C4dCE8b62ffBBBB08F01849,1.0
0x271A20481843E0244678C5EA0983E74A2285DCEA,1.0
0x72Cdd6b287b25ce77d23E7cf62A051e1099660E2,1.0
0x0574215B0a39119c84Ca17F1EC83418EeB5aDa8e,1.0
0x3eeA56530bce2De4183cf7a4dC29fb6C84C14335,1.0
0xF413aFd2992Dc52c27D0cb5467cC4909AD7b3e25,1.0
0x1501cf2e9afD2624a485e675427609a1932772EC,1.0
0x31e3195706ed3c1961674EAf26B5072ea5cEe8b5,1.0
0xfF4bb7c94E96faFdf48667e4ECED493590ea252b,1.0
0xEd20d792D027957F2FBF606b575fdFC6d85112af,1.0
0x91dCCAA260CC4616E1a6e6b693DB7207C5E42937,1.0
0x899241b0C41051313CE36271a7e13d54c94877A1,1.0
0xB630AbD9a5367763B7CBa316e870c4A54064CC9F,1.0
0x42F3f76Ba5202D7A4C48fD428B5613c657689BCC,1.0
0x1cC6dde2e2ee21f89a8719Ee87a5bcD5C74310DB,1.0
0x46e449a3f88D0E35b4520bC36e8DFDA195c896B0,1.0
0xFC33080E56aaD6D5856B46F206d2BE9D70366ca5,1.0
0x268D3a8C4701000546dd0BF959BF6C8956CC3e5E,1.0
0x86B2d8D569D41F09152D80008827127D16D6267d,1.0
0x7CAF427B0e5d2fdFfFC2475Fecd791A8D22Dc898,1.0
0xCe06cEB3e5DE4E4b0b727501fe1AF85C228FBb87,0.927187216676372368
0x2fDAF6870c7f3755C20f4AFB128d9Ee78d583167,0.895269471686304868
0x54372e2b338C4bE299B75CB54D914822dB32A63F,0.800971781771327919
0x426b3afFbbE924E01575d5b3cb9dc640625bBB49,0.8
0x1A2B50BB52B322b50d3266F4Be8e43944D967e94,0.748846646839486054
0x59241F5E850a9cE8A215A49bB2A7499b31296A94,0.699856562457321414
0x7a11156Cb1C4CC4fF64dF0C627ecC0CCb99F805F,0.649338133932739024
0x7f3D32C56b94a9B7878fdfAC4F40Aaa2A6E11EdF,0.62262662805221702
0x6959754dDe646F5366A80cCE848daA606AEf7F16,0.500002700619533638
0x65FC2b75D89C5B0DB58Cf8290b86af1fd7f4549B,0.492441489655301091
0x26bb26f0BE1B1a0735fA2460Eceb95E983EAca59,0.437122465844006248
0xbf71FF2a9Be34Af7194Ae2e6F3759B663643A49E,0.423363166584398812
0xe0D920af4398d5618B03B992c9B18D4E2cC5AE9d,0.403159717178620319
0xE552C8b322a25BffA296755FfDd55EdD627fB454,0.4
0x653d63E4F2D7112a19f5Eb993890a3F27b48aDa5,0.383923186522784018
0x7Fa0bbf4856BF37Ea8d0e9D1B47514AbF17BEb84,0.372559456297407096
0x1B366f42D0478aFf04C77105B4E994fa574DAdcA,0.364031994792989028
0xB6647caE065c321e75775B50a25fd54e9ac5C436,0.329589891245821239
0xb4A3f907ec1611F22543219AE9Bb33ec5E96e116,0.325552535158656315
0x25054f27C9972B341Aee6c0D373A652566075431,0.303924352238562008
0x00C67d9D6D3D13b42a87424E145826c467CcCd84,0.296351508657290691
0x2cae0Ac9a7A7048516868AAd672C49AB632B38c8,0.29483989759742917
0x0f97f6097f001Eb4D61F0d3EE049C8Ef1537787C,0.268928168652664931
0x842411AE8a8B8eC37bAd5e63419740a2854E6527,0.268738702845959668
0x3Ff8141782b6D3073251e99a7392fDe3Bf72871E,0.25466367727550218
0xE2763df5eAfe829705f2B49a713b887d3b208C02,0.244164401368992236
0x000000bd31c24A2bd2835028c8F1E4D9d3f37108,0.24295228092626634
0x5b47b64B852354de153ff36C372Ec8EC6550F8D7,0.237464557970742629
0x75b58dA9E5c601a35D1aECB3b873396062D5eCD9,0.236839469327922469
0x966D35960C00c20c1911Bf2692C278267aDd139d,0.235121275392362171
0x549d5D37e06CD2C99063Cce097A229414557BEcF,0.226207377298893371
0x3d03F8Ec826df6cEf898AdD75E0bba67737C2375,0.2199759
0xbe02640EE22518Da2110768e35EeF33Beb773845,0.210050281665017428
0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0.20929103143618456
0xcadB043ae3909cd356D307D9414707BFCbe74975,0.206310616318930527
0xe9cb69c7Dc0f8ea5DD2722010fcc59c3Cfaa68c0,0.203470334474160197
0x69f9107f2Ed3839025701feF9e11315562c87278,0.201
0x287dE0C0cF2E515b55c6e77Fa1279be8693f79fD,0.2
0xEda2f39D1fA6C7E3eFDFd28eC8A38e808CB062e7,0.2
0x735Fa543c878997ce1Cca0011e20E17dC4c61B6c,0.194054441068415168
0xc3B45647F996c4c50C7aD453e5c0D71Aa7316D29,0.178903628749485502
0x93f32e3c4222B313dadfE83B778F0d4d73c20714,0.175215264655555365
0xB32473E0a7862D449BaBD49D54E3abD27c1d3FDB,0.173643153196223994
0x23123f6cCA6a48455aeF2F658c8F929FBeB18666,0.171078358166462475
0x6F4C0AcE5B596A560a69Bdc1336BB3d5Acb124AA,0.17018446803453338
0x55e9EceeBECb7C10cC7fb97e44364fA803c15Da7,0.162776267579328157
0x6Ef613d5dD428EdbddEC5205576ea1f6FCDcc634,0.1625
0x1A0c24c501D63745580118978D95a32e1Cd541C6,0.15
0xAb25Ba66c8D5a66d8AC878EcB60Cd2Ac902a68c5,0.15
0xFeECD74F40E0500853610e9439E8160FB5C6E670,0.15
0x63B0721980b645E467624EEb4Fb92ac7319587e8,0.15
0x98699F0D9DB2540826442A8A0BE2f2BfF6D66401,0.15
0xab9317A3d1C141be550112e1187294742EF3CD77,0.141415723420204434
0x75B1F060be9EA50B2181a00DeE0D43Fdfc13b834,0.141306636323408572
0x10E5fDFc4f07b9747A99AA2aA0E154011c84A9c2,0.140913983812300124
0x012E168ACb9fdc90a4ED9fd6cA2834D9bF5b579e,0.136854775122438972
0xEBeA4C9BCcaFeBC35Bf26688B0B103072a193779,0.134070354433314286
0x86bF06a62dbeBA8C9461f528A7D1b0cACd292D24,0.13
0x828355119398B77D364F41EF6533DaD936d5B5C1,0.12926480471864054
0xC3598d91844B061195136600AD243b077Cc164e2,0.128390980275718574
0x9c966b06b5E422B27D2Ac1967e8387Fc5deB75cb,0.127778531183792176
0x2aAdd3A06E55f2622B50da1213A7cdE575A8c58a,0.125669467730646834
0x54d54846AC810f45F3c8fB2C301179f8086E26Ed,0.125056707803053247
0x88004A0F6E7dFc2EF21C49b614Eb0a3569e29525,0.124688818767095523
0x2d5671Fc042bfa559382423f4Cb56d6612F00B36,0.122082200684496118
0x07324F2E081e5D42F1E036aa38126f8ea39f9F17,0.121649391860340888
0xF10A0ffa1af738d998ea2142Fd2eCa9E62384D99,0.120636613116627775
0x7Cd0aE2eba68Ba9d57b518e064Af28730F156c9E,0.12058887497910489
0x68d8d742ABfD6c076107d88f0Deb4823C39B1519,0.119577381056468595
0x02499B7B592820C7889e9dBE15A15d314c811CE7,0.119131141587604241
0xc080324F33D5a591BFB7e7D504E62D20C7EBAC48,0.11877694237693208
0x5331955Ac5f350e96f7E0a9418d41cBBeAa819d9,0.11795597850038521
0x199d68f140C3Dec500F80b0198Ca7eF55D5E587f,0.117683651813690745
0xE56a354b83a748A2aaa6b8fDAA293d9f891BD388,0.117379196483201065
0x30B733987Ac8e029d69d2d1ABC2Ea439eC37d495,0.116900922540107424
0xA88697d2aDEDecf847713764Ab55b629eD7789Cc,0.116122998081767054
0xCe57289c4a2cc16a3D1ce43B69218679C52eb5B5,0.115910998751805458
0x2Ee7aA3BB42C4E4Be51aFF77c177e7cCC8d7Dd21,0.115463558124509547
0x91db87E43A6e07e0daeA3b604213d69Cca665805,0.113365302181762143
0xbe79888CBc6F0ad800B424Bf08936a5B5532c1E7,0.112064416673525966
0xF5BCE5077908a1b7370B9ae04AdC565EBd643966,0.11138813
0x87cdacBEC845896b11D449884B7430B89060bBa5,0.111
0xAC53cB23B42c05aB5fe7e3790ECc88fB3A36D4ea,0.111
0x4266c27919f4490f136FB8519f0E8F4E45349048,0.111
0x57bd4e6A4c36A640FA988e65607582f3dfBC937c,0.111
0xda6ad74619e62503C4cbefbE02aE05c8F4314591,0.110709507064662641
0x1891A9a95F6466364d097dbe4122A4e98D74d211,0.110589612658579267
0x20335C504A4f0D8Db934e9f77a67b55E6AE8e1e1,0.11058550041314678
0x221208Ba3781c1AAAEb5E31F1670d42ec3550020,0.110557442342423569
0xeA823839E78eE418ec0152596F0EBf62096Ce8C7,0.1105
0x13B3A50F3947476eDa74FE191344524E2d2D28e5,0.110459183438371715
0x10a9Ed20Cc61CFc9416AF8e2b2a6faC969CD851c,0.11
0xE741f716049dE5514E8304B1C666ee2B18F7027E,0.11
0x82348cEb0e3123ceC1629e65f1A71DFd22e09d9d,0.11
0x18FF30d8D6f772019D4b936Bd6Ff5a762f1BA262,0.11
0x3bc1847E394E1F39Fcba917a5e407FF6B238Afa4,0.11
0x7C6553933A471b43cE3a76A02245c5162C82522c,0.11
0x2e2a5f6BAe8DE7606d9174F6A4b0acca62A33Baf,0.11
0x265F4aA6fA5E8FB9B76fe465C4D1E00FFE167d22,0.11
0xFB97A081efeE4aac7B2BFa162A0ACA7d816648bb,0.11
0x4d03a186b3c7d039Ff9A212cD8E81dC34a670B35,0.11
0xC310A010E9349af5Dcb8804C24bdc2B19b017d11,0.11
0x2fD1fd25eE243103179bd046777928b0f4882E1A,0.11
0xFDDF7330DD2B2C6A06769CAf1438B84DB469AF48,0.11
0x46EcB3F576c31290E1A4b359fd993e36E86Ef9e1,0.11
0x4Dd91f366E1Ffc6BfC88A9d2aF682093C9E24b0F,0.11
0xcd55aC0917fC01fb05600524c7980567D3Aff8D5,0.11
0xaD63E4d4Be2229B080d20311c1402A2e45Cf7E75,0.11
0x3fc5b7D16ea69B00819d7873fDFF70F6712FD0fe,0.11
0xDF93d9904c0E8cd2442FFacA484E7C2e77f3408d,0.11
0x8EFef6B061bdA1a1712DB316E059CBc8eBDCAE4D,0.11
0x9837C114De79C730334882f5791Fd9222a73066f,0.11
0x8e9d68882B1746951C607E54fd68b23Da5fDC941,0.11
0x20c75587792BD5BfBe96ABb680E9fAEa5B3edd9f,0.109999999999999994
0x8f09F6be60bCD68fdfD437aa7A826627F6704c26,0.109546522912434914
0x34Ff7D54E31D0b31Fe1f0263D4a4d7dB39a849DC,0.109541108564611581
0x4DC0e2040bCA9fACcf5333E2CC765301f11F2a7b,0.109486243499278438
0x00695c7FCD8eE1517adb85c24547Fc792613A5C5,0.109450342473624357
0xC917deCc0A56A1EFCE1A66acc19Ad4884c7fE16d,0.109212858991834578
0x616ed054e0e0fdbfCAd3fA2F42daeD3d7d4eE448,0.108849771439198747
0x76149d87A6bA9eA3c864d0643210e71393dD7777,0.108665522036641697
0x6709B6c55bD565b63248aCc3f98c6e194598877e,0.107819110162149604
0x985116F8C174fE13325D36685424d1796cC11f51,0.107621908392011026
0xfd2AFED55F7cF1Fe491A585498657EFE6A31227e,0.107538837972741225
0x16590fC840c195742d61DD160C19F3825E820c59,0.107535926276828801
0x1028483735F79A7D7C2d35F1988406e7C8594f0b,0.107447639332030704
0x71BfE5647AC81A1D7AFE5C6995d17a19e87a80e4,0.107188244592033321
0x7dA940212642d20862ED2f479A56Cc3eb1Ea3c8c,0.106830535180827044
0xf2b15320DB6992Ba49a7563e50E888C20Edcbe3C,0.106434296017642899
0xEF651AeB3f20Ee4e2bcd22e111D202CDE25184bB,0.106261084011762695
0x3B410AF25d51CE5a21D093842e452B0d7DE9ed59,0.106172780683726081
0x9dE2951107225D28367FBd5a40659b4A409aeB7A,0.106
0x8397e2d5Fadaa6e0817e376DF5BA1D016A2F804F,0.105970447564473357
0x31916eB8f4E672483C7c8B1410279327f1f440F9,0.105616511786878099
0x6F4cC594AD6e21635a75E0323Ebd519c2Fb6a6bD,0.105559627230272453
0xc4f88C35Bd1485C846847C093B5a77a126cf1b05,0.10539549980114025
0x6bd5b7a292De14595e5b498fBEB64E8E821054aC,0.105387149700418282
0xc3A8b0eE40098E32C1d749EBcDc6C144ada911CD,0.105328934228204448
0xaE77719E9997567951Bc08e6E42F885798Ad4B71,0.105198141404196299
0x70e582Ece5cCC929BBaF6B182fa349f1cB2bdF2c,0.105
0xEc1625f0Be12B31d8edfdd165f7750eE4630a475,0.105
0x5502E750BD44FbA15b63cF87b2fdbF74b226Df74,0.105
0x79d5347E03D4BEFB92a1374039f1998658D75d1D,0.105
0x22D91FfEd9058e50cF5d4bBBc18d1a9Da9862215,0.105
0x1795dEE42dEc2705f7a228FE0E62cD0a143A8De3,0.105
0x1AFB7ba8e4cF8DdF7F057484DD6A8695951f76F8,0.105
0x38EcA4341eBCA855BBaBaE503A013b62200C4Ba6,0.104994132459206207
0xDe30040413b26d7Aa2B6Fc4761D80eb35Dcf97aD,0.104989313180909641
0x4041E9d98f794EE7d952d266C1A10707A0Af5332,0.104979336702571739
0x1760e901c06E55DF5b3aCd1e75c75d6d5a7f2b7D,0.104956355438060984
0x12a33655C56A04Bcc370e417ad70ac1FE802c223,0.10458134408772992
0x1E74e3B9aff3180B8Ba336c86e45D591974Ae11c,0.104452102928336422
